a.accountNumber,a.pagerank,a.degree,a.in_degree,a.out_degree,a.betweenness,a.community_id,a.community_size,a.triangle_count,a.cycle_count,a.intermediate_accounts,a.is_fraud,a.fraud_score
ACC09658,0.9397294915812358,9.0,8.0,9.0,105561.63827752814,8946,401,0,0,1,0,0.5233878889477089
ACC09692,1.3699620631335465,9.0,8.0,9.0,81085.09948192607,8946,401,0,0,1,0,0.5233878889477089
ACC00822,0.3319285007196314,4.0,2.0,4.0,21858.53112090096,3568,865,1,0,1,0,0.5233444425929011
ACC00074,1.1396184608084476,4.0,8.0,4.0,32582.779943492445,8492,679,1,0,1,0,0.523322223148071
ACC01159,0.9948926802406083,4.0,8.0,4.0,34178.93347476546,3568,865,1,0,1,0,0.523322223148071
ACC01404,1.6252138613850466,4.0,8.0,4.0,46844.652036485706,3668,708,1,0,1,0,0.523322223148071
ACC06077,1.6050283457522634,4.0,8.0,4.0,48022.5591612866,5615,410,1,0,1,0,0.523322223148071
ACC05263,0.8021799632234499,4.0,10.0,4.0,23604.815193531456,3568,865,0,0,1,0,0.5228469395043212
ACC05517,1.3032480260575199,4.0,10.0,4.0,44180.00599675707,5018,678,0,0,1,0,0.5228469395043212
ACC05636,1.3903307484010496,4.0,10.0,4.0,55021.308090284554,6200,433,0,0,1,0,0.5228469395043212
ACC05747,2.42124488517498,4.0,10.0,4.0,89909.42888831561,5018,678,0,0,1,0,0.5228469395043212
ACC05758,1.5689761621633422,4.0,10.0,4.0,24456.900554393484,7356,726,0,0,1,0,0.5228469395043212
ACC05769,2.52052836490067,4.0,10.0,4.0,116895.1054296446,5073,591,0,0,1,0,0.5228469395043212
ACC01094,0.7089330841396746,4.0,10.0,4.0,26023.860701637936,6803,545,0,0,1,0,0.5228469395043212
ACC01127,1.656208620773095,4.0,10.0,4.0,51850.555005602684,5826,257,0,0,1,0,0.5228469395043212
ACC01402,1.4266235149979924,4.0,10.0,4.0,64628.90776285151,8946,401,0,0,1,0,0.5228469395043212
ACC01734,2.0912274833324465,4.0,10.0,4.0,93256.42810140298,8946,401,0,0,1,0,0.5228469395043212
ACC02028,0.817620862026741,4.0,10.0,4.0,21664.597459264685,5018,678,0,0,1,0,0.5228469395043212
ACC00758,1.5054028296728053,4.0,10.0,4.0,50299.84094460894,6870,959,0,0,1,0,0.5228469395043212
ACC00959,1.0338383221340015,4.0,10.0,4.0,49722.592482087595,5073,591,0,0,1,0,0.5228469395043212
ACC04280,1.2206571388695566,4.0,10.0,4.0,93054.08021828083,2535,424,0,0,1,0,0.5228469395043212
ACC04740,1.409985222019467,4.0,10.0,4.0,91266.27294797792,6200,433,0,0,1,0,0.5228469395043212
ACC03153,1.1436902930671353,4.0,10.0,4.0,66362.27871375447,8492,679,0,0,1,0,0.5228469395043212
ACC03411,0.9183891240423695,4.0,10.0,4.0,37797.145045074314,8492,679,0,0,1,0,0.5228469395043212
ACC03511,2.3756721582091997,4.0,10.0,4.0,92924.97995720925,5018,678,0,0,1,0,0.5228469395043212
ACC03536,1.687494704318885,4.0,10.0,4.0,48243.49278434314,7356,726,0,0,1,0,0.5228469395043212
ACC03588,1.0491218194787895,4.0,10.0,4.0,45567.834069848526,5018,678,0,0,1,0,0.5228469395043212
ACC03865,1.1305075491481822,4.0,10.0,4.0,52692.89128091575,3568,865,0,0,1,0,0.5228469395043212
ACC02270,1.4741381236443982,4.0,10.0,4.0,34051.56945751185,5073,591,0,0,1,0,0.5228469395043212
ACC02875,1.8141654635834534,4.0,10.0,4.0,53962.89601832125,7356,726,0,0,1,0,0.5228469395043212
ACC08908,1.306703631752124,4.0,10.0,4.0,39735.06631930403,8946,401,0,0,1,0,0.5228469395043212
ACC08993,1.4542198041746235,4.0,10.0,4.0,17744.19646349624,5073,591,0,0,1,0,0.5228469395043212
ACC09171,1.0637797071869617,4.0,10.0,4.0,50003.49350260761,8492,679,0,0,1,0,0.5228469395043212
ACC09513,1.3557275263345352,4.0,10.0,4.0,53630.91204541284,6870,959,0,0,1,0,0.5228469395043212
ACC09816,2.8651508044855807,4.0,10.0,4.0,54188.4151426386,3668,708,0,0,1,0,0.5228469395043212
ACC09989,1.6414231487609636,4.0,10.0,4.0,82191.30812085101,7356,726,0,0,1,0,0.5228469395043212
ACC07339,1.7595487786901258,4.0,10.0,4.0,57697.49960938118,8492,679,0,0,1,0,0.5228469395043212
ACC07550,1.4287319060475696,4.0,10.0,4.0,57916.36517359781,3668,708,0,0,1,0,0.5228469395043212
ACC07670,1.1293389015308144,4.0,10.0,4.0,45397.33570429584,6200,433,0,0,1,0,0.5228469395043212
ACC07791,1.19563990309384,4.0,10.0,4.0,37424.68661796528,8492,679,0,0,1,0,0.5228469395043212
ACC06446,1.6278180313149324,4.0,10.0,4.0,84418.94415295855,6200,433,0,0,1,0,0.5228469395043212
ACC06594,1.1088086170759157,4.0,10.0,4.0,32758.450052358323,9101,344,0,0,1,0,0.5228469395043212
ACC06846,1.6729080420756866,4.0,10.0,4.0,36517.24697664146,3668,708,0,0,1,0,0.5228469395043212
ACC07051,1.1103657880128985,4.0,10.0,4.0,58104.40816126965,5073,591,0,0,1,0,0.5228469395043212
ACC06219,1.9141330143697834,9.0,10.0,9.0,126340.8880128455,3568,865,0,0,1,0,0.5227576180201041
ACC06274,1.3150346521063636,9.0,10.0,9.0,63063.423868921825,6200,433,0,0,1,0,0.5227576180201041
ACC06304,1.91341961607585,9.0,10.0,9.0,162651.74036203924,1453,312,0,0,1,0,0.5227576180201041
ACC06626,1.8706010930293853,9.0,10.0,9.0,89594.41326245798,7356,726,0,0,1,0,0.5227576180201041
ACC06679,1.7082589938067558,9.0,10.0,9.0,99615.282346159,6870,959,0,0,1,0,0.5227576180201041
ACC02140,1.58396022064557,9.0,10.0,9.0,111514.26618259885,7356,726,0,0,1,0,0.5227576180201041
ACC02243,1.5855685439959026,9.0,10.0,9.0,150443.64122988287,4657,406,0,0,1,0,0.5227576180201041
ACC02281,1.0652698873062796,9.0,10.0,9.0,80638.56856048775,5073,591,0,0,1,0,0.5227576180201041
ACC02486,1.604531901087228,9.0,10.0,9.0,82526.24775303868,5018,678,0,0,1,0,0.5227576180201041
ACC02496,2.5088240254716854,9.0,10.0,9.0,130028.98788615834,8492,679,0,0,1,0,0.5227576180201041
ACC02600,1.260188464873154,9.0,10.0,9.0,112930.91793087721,3568,865,0,0,1,0,0.5227576180201041
ACC02815,0.9802194450591404,9.0,10.0,9.0,93670.96548744012,8492,679,0,0,1,0,0.5227576180201041
ACC02988,1.6780901202478655,9.0,10.0,9.0,98562.66482358426,5077,376,0,0,1,0,0.5227576180201041
ACC00783,1.53547392644572,9.0,10.0,9.0,67055.2465899224,8492,679,0,0,1,0,0.5227576180201041
ACC00862,1.3005658290096573,9.0,10.0,9.0,98565.99925905933,3568,865,0,0,1,0,0.5227576180201041
ACC05647,1.4721605822390698,9.0,10.0,9.0,96875.95579206826,2535,424,0,0,1,0,0.5227576180201041
ACC05777,1.2112782805447933,9.0,10.0,9.0,97521.33258470692,6803,545,0,0,1,0,0.5227576180201041
ACC01075,1.8019995964375568,9.0,10.0,9.0,175835.58139989644,5826,257,0,0,1,0,0.5227576180201041
ACC01172,0.9502368090728917,9.0,10.0,9.0,46249.80145602356,5077,376,0,0,1,0,0.5227576180201041
ACC01300,1.438872393148828,9.0,10.0,9.0,110817.42772374011,5077,376,0,0,1,0,0.5227576180201041
ACC01701,1.8115025322041733,9.0,10.0,9.0,154631.78095610824,6200,433,0,0,1,0,0.5227576180201041
ACC03379,1.9756230306634914,9.0,10.0,9.0,114510.26098933232,5615,410,0,0,1,0,0.5227576180201041
ACC03706,0.8179215021483731,9.0,10.0,9.0,54943.40651992235,5615,410,0,0,1,0,0.5227576180201041
ACC04006,0.9674955334577919,9.0,10.0,9.0,59620.67893888738,6200,433,0,0,1,0,0.5227576180201041
ACC04102,1.770862526962526,9.0,10.0,9.0,69453.46354155686,8492,679,0,0,1,0,0.5227576180201041
ACC04132,1.2489427332601202,9.0,10.0,9.0,78595.43284909893,8946,401,0,0,1,0,0.5227576180201041
ACC04293,1.446091201519373,9.0,10.0,9.0,121319.8800616001,4657,406,0,0,1,0,0.5227576180201041
ACC04323,0.7786321384688604,9.0,10.0,9.0,72214.19406226321,5073,591,0,0,1,0,0.5227576180201041
ACC04461,1.2869194341254664,9.0,10.0,9.0,113990.23907507688,3668,708,0,0,1,0,0.5227576180201041
ACC04782,1.05535365676948,9.0,10.0,9.0,68228.76587303751,4657,406,0,0,1,0,0.5227576180201041
ACC07211,1.1155690906935216,9.0,10.0,9.0,100380.9726374589,9101,344,0,0,1,0,0.5227576180201041
ACC07518,0.8799351209177662,9.0,10.0,9.0,84031.6032511995,6870,959,0,0,1,0,0.5227576180201041
ACC08242,1.769039490528673,9.0,10.0,9.0,91150.94655255697,3792,232,0,0,1,0,0.5227576180201041
ACC08529,1.5744946461632765,9.0,10.0,9.0,165176.36535325643,3668,708,0,0,1,0,0.5227576180201041
ACC08809,1.2546400119306909,9.0,10.0,9.0,151521.95094762233,3568,865,0,0,1,0,0.5227576180201041
ACC09199,1.4418143769504197,9.0,10.0,9.0,68844.25117432544,7356,726,0,0,1,0,0.5227576180201041
ACC03456,0.3392843245684207,3.0,3.0,3.0,22318.6866301411,5826,257,1,1,1,0,0.5225166638893517
ACC03221,0.18789757812486643,3.0,1.0,3.0,2827.459497223045,7356,726,0,0,1,0,0.522512496875781
ACC03500,0.20817075067540242,3.0,1.0,3.0,5444.328880420721,8946,401,0,0,1,0,0.522512496875781
ACC03508,0.32749586857564544,3.0,1.0,3.0,13115.356138506908,8492,679,0,0,1,0,0.522512496875781
ACC03702,0.24967147806165488,3.0,1.0,3.0,5358.856912441057,6870,959,0,0,1,0,0.522512496875781
ACC03753,0.2120246818280957,3.0,1.0,3.0,6143.243111088055,2535,424,0,0,1,0,0.522512496875781
ACC03895,0.21969507507464503,3.0,1.0,3.0,9363.851706596883,3668,708,0,0,1,0,0.522512496875781
ACC03899,0.19109462503085559,3.0,1.0,3.0,5777.693265792107,5615,410,0,0,1,0,0.522512496875781
ACC04016,0.2329097363635027,3.0,1.0,3.0,8485.906097015895,5615,410,0,0,1,0,0.522512496875781
ACC04064,0.2811252193962535,3.0,1.0,3.0,17263.401351472225,7266,168,0,0,1,0,0.522512496875781
ACC04086,0.21035988229655,3.0,1.0,3.0,4805.7927228083045,6870,959,0,0,1,0,0.522512496875781
ACC08344,0.30454483376078445,3.0,1.0,3.0,6528.465124730934,8946,401,0,0,1,0,0.522512496875781
ACC08374,0.25341383083664126,3.0,1.0,3.0,6167.611768772446,8492,679,0,0,1,0,0.522512496875781
ACC08680,1.1459173481336178,3.0,1.0,3.0,25441.311629025666,7356,726,0,0,1,0,0.522512496875781
ACC08774,0.2860848325995966,3.0,1.0,3.0,15273.136901486254,3792,232,0,0,1,0,0.522512496875781
ACC08808,0.20667689083039809,3.0,1.0,3.0,4561.668657112166,1453,312,0,0,1,0,0.522512496875781
ACC00603,0.1965835040448506,3.0,1.0,3.0,7249.5103179027365,6870,959,0,0,1,0,0.522512496875781
ACC06317,0.28147664606344897,3.0,1.0,3.0,5382.010647497762,3568,865,0,0,1,0,0.522512496875781
ACC06344,0.26039836046987735,3.0,1.0,3.0,3374.5731552377306,6200,433,0,0,1,0,0.522512496875781
ACC06363,0.21323745480718753,3.0,1.0,3.0,5538.5015387076355,9101,344,0,0,1,0,0.522512496875781
ACC06759,0.22508437291250494,3.0,1.0,3.0,5074.190141297442,8946,401,0,0,1,0,0.522512496875781
ACC06794,0.8487070962905495,3.0,1.0,3.0,8689.543869782516,8492,679,0,0,1,0,0.522512496875781
ACC06832,0.23484430599398295,3.0,1.0,3.0,10136.48066880015,3568,865,0,0,1,0,0.522512496875781
ACC07084,0.16957546953633312,3.0,1.0,3.0,1899.663233083179,5615,410,0,0,1,0,0.522512496875781
ACC02296,0.24839254947445635,3.0,1.0,3.0,6149.543554782778,5077,376,0,0,1,0,0.522512496875781
ACC02361,0.17584772404589888,3.0,1.0,3.0,2180.222884876572,5615,410,0,0,1,0,0.522512496875781
ACC02428,0.23122023360351032,3.0,1.0,3.0,2671.9443803012687,3038,126,0,0,1,0,0.522512496875781
ACC02438,0.23387873700769266,3.0,1.0,3.0,3286.4171570029202,6200,433,0,0,1,0,0.522512496875781
ACC02447,0.16924664439070908,3.0,1.0,3.0,2856.5057825134522,5077,376,0,0,1,0,0.522512496875781
ACC02566,0.21348202359073537,3.0,1.0,3.0,5194.634806407664,9101,344,0,0,1,0,0.522512496875781
ACC02748,0.18989955333011166,3.0,1.0,3.0,2266.725829109832,5073,591,0,0,1,0,0.522512496875781
ACC02784,0.2119894169093808,3.0,1.0,3.0,3689.4804119833816,5018,678,0,0,1,0,0.522512496875781
ACC02902,0.25474333466627563,3.0,1.0,3.0,6072.8157079121565,1453,312,0,0,1,0,0.522512496875781
ACC01037,0.2533120654361145,3.0,1.0,3.0,12563.298428873066,3568,865,0,0,1,0,0.522512496875781
ACC01079,0.18059766420058768,3.0,1.0,3.0,2994.5182256925864,8946,401,0,0,1,0,0.522512496875781
ACC01113,0.3060251263826211,3.0,1.0,3.0,7343.745309119706,3792,232,0,0,1,0,0.522512496875781
ACC01256,0.24803963386721822,3.0,1.0,3.0,5618.118348585845,6200,433,0,0,1,0,0.522512496875781
ACC01341,0.21879933312404454,3.0,1.0,3.0,5227.231054589069,6200,433,0,0,1,0,0.522512496875781
ACC01388,0.22709021580400818,3.0,1.0,3.0,5335.953985482168,6870,959,0,0,1,0,0.522512496875781
ACC01862,0.28628398741151884,3.0,1.0,3.0,7112.339956077217,3668,708,0,0,1,0,0.522512496875781
ACC01869,0.1959274858155837,3.0,1.0,3.0,2847.6937059041425,3568,865,0,0,1,0,0.522512496875781
ACC01984,0.3435662067044115,3.0,1.0,3.0,8696.145879286092,3668,708,0,0,1,0,0.522512496875781
ACC05411,0.628823028087156,3.0,1.0,3.0,8250.66799330574,3668,708,0,0,1,0,0.522512496875781
ACC05589,0.28594760335142183,3.0,1.0,3.0,8055.907936041589,6870,959,0,0,1,0,0.522512496875781
ACC05637,0.19102182729443892,3.0,1.0,3.0,3671.6649128450968,5018,678,0,0,1,0,0.522512496875781
ACC05864,0.22468007570377133,3.0,1.0,3.0,5430.59586907085,8946,401,0,0,1,0,0.522512496875781
ACC07250,0.3470232237561755,3.0,1.0,3.0,6996.085918038192,9101,344,0,0,1,0,0.522512496875781
ACC07314,0.6481862722428317,3.0,1.0,3.0,11613.930609036835,6803,545,0,0,1,0,0.522512496875781
ACC07517,0.2094230813866238,3.0,1.0,3.0,7054.639324937018,8492,679,0,0,1,0,0.522512496875781
ACC07521,0.5366182282210685,3.0,1.0,3.0,10784.5328257863,7356,726,0,0,1,0,0.522512496875781
ACC07694,0.4590310599058887,3.0,1.0,3.0,16718.035353985357,8946,401,0,0,1,0,0.522512496875781
ACC07707,0.3921111874390617,3.0,1.0,3.0,7014.144010995,6803,545,0,0,1,0,0.522512496875781
ACC07733,0.45214226853486905,3.0,1.0,3.0,10219.036561398705,9101,344,0,0,1,0,0.522512496875781
ACC07754,0.23505893639690298,3.0,1.0,3.0,4066.6189419975344,5077,376,0,0,1,0,0.522512496875781
ACC07975,0.27146161697714155,3.0,1.0,3.0,10798.196745919335,8492,679,0,0,1,0,0.522512496875781
ACC08033,0.30377682174848075,3.0,1.0,3.0,4731.521946905634,8492,679,0,0,1,0,0.522512496875781
ACC04126,0.2812172174184664,3.0,1.0,3.0,8245.180389319494,3668,708,0,0,1,0,0.522512496875781
ACC04155,0.19870972359458153,3.0,1.0,3.0,5826.138451091939,5615,410,0,0,1,0,0.522512496875781
ACC04220,0.26091981076607196,3.0,1.0,3.0,7051.3305320594145,5018,678,0,0,1,0,0.522512496875781
ACC04579,0.2003025569987757,3.0,1.0,3.0,11128.606172454342,6200,433,0,0,1,0,0.522512496875781
ACC04642,0.3113409148562098,3.0,1.0,3.0,8033.836612420426,8492,679,0,0,1,0,0.522512496875781
ACC04652,0.22346057933884528,3.0,1.0,3.0,6580.262431321373,6870,959,0,0,1,0,0.522512496875781
ACC04658,0.28819253964796226,3.0,1.0,3.0,10426.308284194305,5077,376,0,0,1,0,0.522512496875781
ACC04700,0.21015903499940247,3.0,1.0,3.0,8576.447703603573,5826,257,0,0,1,0,0.522512496875781
ACC04931,0.23835702670331668,3.0,1.0,3.0,4162.239373640071,7356,726,0,0,1,0,0.522512496875781
ACC04932,0.2701287510423046,3.0,1.0,3.0,4869.968591639452,3668,708,0,0,1,0,0.522512496875781
ACC04964,0.18561334117356337,3.0,1.0,3.0,2531.5242948428167,5826,257,0,0,1,0,0.522512496875781
ACC05069,0.47282671397273474,3.0,1.0,3.0,11593.684201124182,6200,433,0,0,1,0,0.522512496875781
ACC05071,0.3544895794356067,3.0,1.0,3.0,15844.01804105229,3568,865,0,0,1,0,0.522512496875781
ACC09233,0.2595181720190676,3.0,1.0,3.0,22540.29339170839,9101,344,0,0,1,0,0.522512496875781
ACC09352,0.2207743191360666,3.0,1.0,3.0,3431.661667384758,4657,406,0,0,1,0,0.522512496875781
ACC09375,0.41302531394594866,3.0,1.0,3.0,7602.745812972426,7356,726,0,0,1,0,0.522512496875781
ACC09389,0.24186585272574426,3.0,1.0,3.0,7423.084472365971,3792,232,0,0,1,0,0.522512496875781
ACC09410,0.24724239633344822,3.0,1.0,3.0,6411.272526949439,6200,433,0,0,1,0,0.522512496875781
ACC09615,0.22005507772508218,3.0,1.0,3.0,3619.953334503856,8492,679,0,0,1,0,0.522512496875781
ACC09498,0.629391741256975,5.0,3.0,5.0,19896.734785447432,5826,257,1,0,1,0,0.5225093738282715
ACC01790,0.5531212807631932,5.0,3.0,5.0,36178.96249491789,3568,865,1,0,1,0,0.5225093738282715
ACC02101,0.36704054194713354,5.0,3.0,5.0,21582.10808993128,5018,678,1,0,1,0,0.5225093738282715
ACC04591,0.5393369767115169,5.0,3.0,5.0,31523.91591859933,6803,545,1,0,1,0,0.5225093738282715
ACC04353,0.6577103385417415,3.0,9.0,3.0,31747.169467804546,3668,708,0,0,1,0,0.5224875010415799
ACC04702,1.2994108408204526,3.0,9.0,3.0,92937.27851349725,5073,591,0,0,1,0,0.5224875010415799
ACC04719,0.8842463677784171,3.0,9.0,3.0,44517.676574656296,8492,679,0,0,1,0,0.5224875010415799
ACC04731,0.7685363017820591,3.0,9.0,3.0,30770.966613753106,6870,959,0,0,1,0,0.5224875010415799
ACC01431,1.0073517067024693,3.0,9.0,3.0,28991.559299896122,3668,708,0,0,1,0,0.5224875010415799
ACC01548,1.0814102592940356,3.0,9.0,3.0,31751.007968226353,5615,410,0,0,1,0,0.5224875010415799
ACC01599,1.6696102127202876,3.0,9.0,3.0,40935.84531119625,8492,679,0,0,1,0,0.5224875010415799
ACC02026,1.7735166434753404,3.0,9.0,3.0,62291.30570323739,5073,591,0,0,1,0,0.5224875010415799
ACC02037,0.7672789589548847,3.0,9.0,3.0,16093.600001868399,5018,678,0,0,1,0,0.5224875010415799
ACC00024,1.0242276844183291,3.0,9.0,3.0,32773.49306647227,4657,406,0,0,1,0,0.5224875010415799
ACC00097,1.3212789989131737,3.0,9.0,3.0,60419.51356779341,5826,257,0,0,1,0,0.5224875010415799
ACC00143,0.8167551894205058,3.0,9.0,3.0,35686.497429474104,6870,959,0,0,1,0,0.5224875010415799
ACC00200,1.9874998675659603,3.0,9.0,3.0,49033.614398579644,2535,424,0,0,1,0,0.5224875010415799
ACC00804,1.1169244304954846,3.0,9.0,3.0,61353.21578591839,6200,433,0,0,1,0,0.5224875010415799
ACC00994,1.0605192455563743,3.0,9.0,3.0,27133.320177832993,6803,545,0,0,1,0,0.5224875010415799
ACC03502,1.3037213494563906,3.0,9.0,3.0,54985.000822253656,2535,424,0,0,1,0,0.5224875010415799
ACC08212,1.2132061702772625,3.0,9.0,3.0,43652.2274131482,5615,410,0,0,1,0,0.5224875010415799
ACC08291,1.5582376612185957,3.0,9.0,3.0,56807.99662316245,7356,726,0,0,1,0,0.5224875010415799
ACC08463,1.3894975397411646,3.0,9.0,3.0,45685.91625168287,8492,679,0,0,1,0,0.5224875010415799
ACC08914,1.2194884747481667,3.0,9.0,3.0,31830.770777270183,6200,433,0,0,1,0,0.5224875010415799
ACC08997,1.060512342843152,3.0,9.0,3.0,31178.74667492977,4657,406,0,0,1,0,0.5224875010415799
ACC09464,1.6360157984508399,3.0,9.0,3.0,60042.60759482612,7356,726,0,0,1,0,0.5224875010415799
ACC09466,0.5796142126731914,3.0,9.0,3.0,23723.321467283764,5826,257,0,0,1,0,0.5224875010415799
ACC09602,1.125557351529112,3.0,9.0,3.0,25418.687545842306,8492,679,0,0,1,0,0.5224875010415799
ACC06341,1.1766925829950818,3.0,9.0,3.0,45275.88347955551,8492,679,0,0,1,0,0.5224875010415799
ACC06395,1.0173739135434046,3.0,9.0,3.0,35870.036438941635,8492,679,0,0,1,0,0.5224875010415799
ACC06510,0.8310026196339415,3.0,9.0,3.0,15643.600641374593,3668,708,0,0,1,0,0.5224875010415799
ACC07105,1.4928738440287133,3.0,9.0,3.0,55454.357972650425,5018,678,0,0,1,0,0.5224875010415799
ACC02106,1.0590449086091158,3.0,9.0,3.0,52824.446033142,6870,959,0,0,1,0,0.5224875010415799
ACC02722,1.1118307171837765,3.0,9.0,3.0,48614.036695879826,2535,424,0,0,1,0,0.5224875010415799
ACC02849,0.9353717060123111,3.0,9.0,3.0,24727.975685053203,7356,726,0,0,1,0,0.5224875010415799
ACC02861,1.1909206796297274,3.0,9.0,3.0,29227.048896022672,3568,865,0,0,1,0,0.5224875010415799
ACC03010,1.1603928598174444,3.0,9.0,3.0,46915.35209848459,9101,344,0,0,1,0,0.5224875010415799
ACC03042,1.378191677495038,3.0,9.0,3.0,57093.13903519786,6200,433,0,0,1,0,0.5224875010415799
ACC05379,1.1176112249267942,3.0,9.0,3.0,61521.31533194391,6717,53,0,0,1,0,0.5224875010415799
ACC05434,1.0597254389710473,3.0,9.0,3.0,47275.74575845819,7356,726,0,0,1,0,0.5224875010415799
ACC05437,1.285521359317328,3.0,9.0,3.0,42354.65173025097,9101,344,0,0,1,0,0.5224875010415799
ACC05594,0.9794425621653126,3.0,9.0,3.0,30337.228730984294,3568,865,0,0,1,0,0.5224875010415799
ACC05685,1.1766833149334772,3.0,9.0,3.0,47772.72411470383,5018,678,0,0,1,0,0.5224875010415799
ACC05699,1.3562572792265417,3.0,9.0,3.0,18369.004488822884,5018,678,0,0,1,0,0.5224875010415799
ACC05938,1.6218444109865224,3.0,9.0,3.0,57507.88689266081,5073,591,0,0,1,0,0.5224875010415799
ACC06019,1.519154111302645,3.0,9.0,3.0,2815.5154309998843,3568,865,0,0,1,0,0.5224875010415799
ACC06127,0.9107142729398212,3.0,9.0,3.0,30294.195104011407,9101,344,0,0,1,0,0.5224875010415799
ACC07180,1.2596832200616148,3.0,9.0,3.0,44591.739763404505,5073,591,0,0,1,0,0.5224875010415799
ACC07642,1.1634167464857434,3.0,9.0,3.0,25496.9381467698,4657,406,0,0,1,0,0.5224875010415799
ACC07644,1.3304576702879554,3.0,9.0,3.0,42430.99432949244,3568,865,0,0,1,0,0.5224875010415799
ACC07682,1.1532261021335546,3.0,9.0,3.0,32548.31312408004,7356,726,0,0,1,0,0.5224875010415799
ACC07746,1.5924056015195844,3.0,9.0,3.0,75029.29591065063,2535,424,0,0,1,0,0.5224875010415799
ACC07787,1.0339170043042325,3.0,9.0,3.0,16147.795135666174,2535,424,0,0,1,0,0.5224875010415799
ACC07973,0.8018290835154925,3.0,9.0,3.0,39252.95962933226,3668,708,0,0,1,0,0.5224875010415799
ACC08188,1.049297502676656,3.0,9.0,3.0,29147.689348560394,4657,406,0,0,1,0,0.5224875010415799
ACC07364,1.319872343767792,3.0,7.0,3.0,46386.66720331762,3038,126,1,0,1,0,0.52248600139986
ACC01929,0.6606012038639961,3.0,7.0,3.0,24032.674071897007,6870,959,1,0,1,0,0.52248600139986
ACC03451,0.8987037611133171,3.0,7.0,3.0,22521.69057458968,8492,679,1,0,1,0,0.52248600139986
ACC03756,1.6956914062853197,8.0,10.0,8.0,79833.59514570526,5077,376,0,0,1,0,0.5211049386145215
ACC01050,1.1474705876127562,8.0,10.0,8.0,84335.01742137945,7356,726,0,0,1,0,0.5211049386145215
ACC01584,1.2804901661307215,8.0,10.0,8.0,69754.840429611,6870,959,0,0,1,0,0.5211049386145215
ACC01751,1.0509295114254111,8.0,10.0,8.0,50842.54980132628,6803,545,0,0,1,0,0.5211049386145215
ACC09361,1.5499657973280487,8.0,10.0,8.0,63602.72451881216,3668,708,0,0,1,0,0.5211049386145215
ACC09379,1.095530614865845,8.0,10.0,8.0,105389.88631816112,5018,678,0,0,1,0,0.5211049386145215
ACC09953,1.1819305698039007,8.0,10.0,8.0,72683.61236133141,3792,232,0,0,1,0,0.5211049386145215
ACC04186,1.0220890617352194,8.0,10.0,8.0,81915.05678415963,3568,865,0,0,1,0,0.5211049386145215
ACC04632,2.156434507948432,8.0,10.0,8.0,125235.56192240653,6803,545,0,0,1,0,0.5211049386145215
ACC00090,1.5370295832643353,8.0,10.0,8.0,76882.90666753062,8946,401,0,0,1,0,0.5211049386145215
ACC00178,1.7364492140240662,8.0,10.0,8.0,107212.69016354902,5077,376,0,0,1,0,0.5211049386145215
ACC00249,2.024525169493972,8.0,10.0,8.0,85678.5207222832,6870,959,0,0,1,0,0.5211049386145215
ACC00457,0.7712631441758702,8.0,10.0,8.0,72921.1959426612,3568,865,0,0,1,0,0.5211049386145215
ACC00514,1.510227826925384,8.0,10.0,8.0,91124.63669729003,6803,545,0,0,1,0,0.5211049386145215
ACC00682,2.3101926605156926,8.0,10.0,8.0,133697.98517729834,7356,726,0,0,1,0,0.5211049386145215
ACC07170,1.176196032172026,8.0,10.0,8.0,127333.78561480298,6803,545,0,0,1,0,0.5211049386145215
ACC07179,1.7180330784500724,8.0,10.0,8.0,74095.65724049884,5077,376,0,0,1,0,0.5211049386145215
ACC07397,1.658012700391983,8.0,10.0,8.0,116863.04958980222,6200,433,0,0,1,0,0.5211049386145215
ACC07494,1.0986638252242331,8.0,10.0,8.0,94000.21246187208,6870,959,0,0,1,0,0.5211049386145215
ACC07596,1.3514505346304067,8.0,10.0,8.0,84159.31109897199,5615,410,0,0,1,0,0.5211049386145215
ACC07598,1.4421739291812672,8.0,10.0,8.0,95262.4911317982,3568,865,0,0,1,0,0.5211049386145215
ACC07925,1.7208969048383107,8.0,10.0,8.0,106204.11036222779,4657,406,0,0,1,0,0.5211049386145215
ACC07940,2.2529734319728796,8.0,10.0,8.0,86337.49515551869,3668,708,0,0,1,0,0.5211049386145215
ACC08217,1.6038356866961272,8.0,10.0,8.0,110658.80284309512,3568,865,0,0,1,0,0.5211049386145215
ACC08768,1.3715073489357874,8.0,10.0,8.0,173743.25631641972,8492,679,0,0,1,0,0.5211049386145215
ACC09034,2.3155326268483196,8.0,10.0,8.0,152012.73419637597,7356,726,0,0,1,0,0.5211049386145215
ACC09082,0.9159997797233013,8.0,10.0,8.0,70004.78164739079,3668,708,0,0,1,0,0.5211049386145215
ACC09106,2.0739508947707557,8.0,10.0,8.0,89148.92988414035,4657,406,0,0,1,0,0.5211049386145215
ACC09154,1.0433266869828126,8.0,10.0,8.0,90167.50891481634,5018,678,0,0,1,0,0.5211049386145215
ACC05145,2.062202207295098,8.0,10.0,8.0,69151.33525565766,5073,591,0,0,1,0,0.5211049386145215
ACC05255,1.5583042962369802,8.0,10.0,8.0,73122.5332818795,8946,401,0,0,1,0,0.5211049386145215
ACC05309,1.7346922490928232,8.0,10.0,8.0,86697.27308217129,3668,708,0,0,1,0,0.5211049386145215
